PassengerId,Survived,Pclass,Name,Age,NrFamiliares,Ticket,Fare,Cabin
80a47165,0,ccab,e688a6e1d87526a924d3bee542990e02b862e2305fb5a96d146e7435f2194bde,Adulto,Sem familiares,160****,menos que $100,Desconhecido
c1d5e2a6,0,aef6,557b8e5bb11bfbc1a9fbfb1c5a8e05c26f8bd8bef6e7548b1f0f9902d0c77648,Senior,Sem familiares,111****,menos que $100,B
8f3cf93e,0,ccab,2be66c98bdc1fe03e351386f4f0fdf3018f55f56e65afc6fcb399461b4d410c8,Menor,Grande,382****,menos que $100,Desconhecido
da95acce,1,ccab,8cfaeb1855f2cc2ec222c7ddb8e90132d6eb6021266c23bdaf8384342869ca4e,Menor,Pequena,347****,menos que $100,Desconhecido
087df642,0,ccab,5dfc1e314b05449118b5f4a93407aa2f7731d126b6c9d55af2a0ae616d2dc6a2,Adulto,Sem familiares,STO****,menos que $100,Desconhecido
13303649,0,aef6,4d6fa0fc960db92015c4f93fe3a3cae38bc89944a46f9f61176cc95038bb7c94,Adulto,Sem familiares,177****,menos que $100,A
051e2f1a,0,ccab,bebe25c09d54d85fc26f77e93a45a66dc78b231f0b0c9149166698be5bb96677,Adulto,Pequena,350****,menos que $100,Desconhecido
a4ed7fa1,0,ccab,19f875188724e3c6696a60a7c9424a2d9d3ac94b90e98b9235ae0b2b921348ca,Adulto,Grande,413****,menos que $100,Desconhecido
031481e5,0,aef6,a10d046191d3c028c95c288a5ed175239ab39096e6f420dc6c1315aa3f6c1747,Adulto,Sem familiares,PC ****,menos que $100,C
0d266ad7,0,2cb8,5ee3e45641414b1d817b51ea9559d1f32879137e76e86ea7dfdaa35a81a9e5a2,Adulto,Sem familiares,250****,menos que $100,Desconhecido
e0c5a8e5,0,ccab,44254399ec3f0f53c12775b45e1e8983673ca60b5a1576907050db6b0e47316c,Adulto,Sem familiares,LIN****,menos que $100,Desconhecido
1ee23c45,0,ccab,5222b037f6a33747066a2fc2c880f5dd738fa2cfb0648352a0db881cad1a38e6,Adulto,Grande,CA.****,menos que $100,Desconhecido
0ca3aa28,0,2cb8,7eb7d6da704b450db02f9afde92a237bd6170b27773611f3f404ce4b0b58200a,Adulto,Sem familiares,SC/****,menos que $100,Desconhecido
4d251d51,0,ccab,9d51ca705324e6d71e36eece0a65888f8bc8c7b3c800744bc910059bf7998152,Menor,Grande,347****,menos que $100,Desconhecido
b70b726b,1,2cb8,13c513f063011db90df6288835e41a7cf328a43971c470a216b0738203a7a946,Menor,Pequena,230****,menos que $100,F
00d30a43,1,ccab,d7e539adce3dbb5c8c88fd4c81b66ed40bc638eb81354e0cf5153cd80b7f0e69,Menor,Pequena,315****,menos que $100,Desconhecido
fd04a3ee,0,aef6,f6c7ff1359515d1d67022e219d7d6364dea7ead3e86524f944124601856b42b4,Adulto,Sem familiares,113****,menos que $100,A
b96f719c,1,ccab,ef52bd7f8e2e560a42f011ccc40fb840991ac939e7b00b1944ebcd6db78896af,Adulto,Pequena,370****,menos que $100,Desconhecido
94793bfe,1,aef6,4a8966e6c6b88b4895e0e1d3fce7e8135332454cbed4033a4a51c39f400c69cc,Adulto,Sem familiares,111****,menos que $100,Desconhecido
0cd4ac5b,0,ccab,94a6896d3ba69f8d4eb531074d173ac0dbb548a82a2edde2ebf5021823368ca7,Adulto,Pequena,364****,menos que $100,Desconhecido
9a609000,0,ccab,4804f78f9d16ebc49c7332182c6b951b63247f25c596135b0fb1bc87f9638f7d,Adulto,Sem familiares,349****,menos que $100,Desconhecido
883161ff,1,2cb8,72fc9bde4521d0080deb81a72d4956e721a1e8613a8e579fff151942b0659f9b,Adulto,Sem familiares,234****,menos que $100,Desconhecido
cc461f59,0,2cb8,bd5c580c401ee514140a30a2d6b3e6bbc4c05f798b25a494e0d96c867421d783,Adulto,Sem familiares,284****,menos que $100,Desconhecido
ea22f93e,1,ccab,709cfca378b0a3e3bd432337c86e9837265f299e94afa5c2b50bcfddcc281573,Adulto,Pequena,350****,menos que $100,Desconhecido
27eda593,1,2cb8,82074d04fdc23302828f6a3541fb116aeb8aa052e33e0e8dc406f5c8ef96c39a,Menor,Pequena,230****,menos que $100,F
d8d1e81b,1,aef6,8b3c56f26ad30522547fd93aa688a5f20aa7a6c21fc0014ecd4d29b606bda173,Adulto,Sem familiares,PC ****,menos que $100,B
41868242,1,aef6,6191666fb0008c5ac0b198e7b4649c06e2b73519b25fc0e0a26eeb66464f49a8,Adulto,Sem familiares,PC ****,$100-$200,B
de7d97e3,0,ccab,bcb940ed46b916dd2a6692cfb7c4fd8ac96d6993f0fc5d0c0c2f1717ed5a2282,Adulto,Sem familiares,368****,menos que $100,Desconhecido
c1b5e281,0,ccab,e4333982eeefb7a3654578d78911d09a45b183fb4e048cfe73f8c0dfb1ff2724,Adulto,Pequena,457****,menos que $100,Desconhecido
d9d0f69c,1,ccab,a259c1f7c01aac063f85ced786d23b65ff2eafb80933cd0634cc1ed2d35f5c33,Adulto,Sem familiares,370****,menos que $100,Desconhecido
013ff92e,0,2cb8,cea5f98b7be4cc269807e60c5f3af47c1c7b16e425ce31448e1d19610f1a40bc,Adulto,Sem familiares,248****,menos que $100,Desconhecido
a9e7050f,0,ccab,2bb505ec36e2c1476db737fb1b8d6260c5b963972c0f1c8ef69073b82ba3facc,Adulto,Sem familiares,345****,menos que $100,Desconhecido
52d74bc6,0,ccab,589a76e797cfad5aa96639642183880ffb3fdf46a03201a71bd915fc4473eea7,Adulto,Grande,CA.****,menos que $100,Desconhecido
f7067137,0,ccab,0eb4359ae463621cf19fe5263feb3bdf5ab06ebb652e55999f2cc6fcdad13951,Adulto,Sem familiares,310****,menos que $100,Desconhecido
8e014bf3,0,ccab,f6f93be1aa458a72295b68983ff7119397eb840a0e81d745b00cb046628050d4,Adulto,Sem familiares,262****,menos que $100,Desconhecido
31e3f411,1,ccab,52f741f236c7f1f965153757ef74961d34338908f843e572311174e7216f2ccb,Adulto,Sem familiares,A/5****,menos que $100,Desconhecido
1fb36331,0,ccab,de82902dc4d89e614d572fd3a201de6e44f1a97271a56f27e58bc09e133b77b0,Menor,Pequena,347****,menos que $100,G
7e02144c,0,ccab,e3078bd665f7e2aad92330f8ba2d3a7be1c82f460282697bbbf2277385410f5f,Adulto,Pequena,310****,menos que $100,Desconhecido
95a2cfd0,1,ccab,0fbc35e3bf880e4301142cfe4a7f1f65f909eeaabac3a9ce54630f9adcb362fb,Adulto,Sem familiares,269****,menos que $100,Desconhecido
9d5a2d5b,1,ccab,09ec74b17588af6dba41def076563e218877042ac86c7403f9d4a85b93355633,Menor,Sem familiares,367****,menos que $100,Desconhecido
0adc30ea,1,aef6,2bddf877ca66b312ab4cfe97f5d0f118dc16fb828284f7ee27d7a0629e4b6ea6,Adulto,Sem familiares,112****,menos que $100,A
c5bfb69a,0,ccab,fd376c0577afb6f7e7126893339ac75ca661bca4491e0ed1d0d24a3018a62141,Adulto,Sem familiares,SOT****,menos que $100,Desconhecido
3c0ef408,1,2cb8,ef0fad34b8c8bbf431bd8ca704bd6d18710e5054fa369fc489b8c8c67e3dc084,Adulto,Sem familiares,F.C****,menos que $100,Desconhecido
fb2c8de7,0,ccab,e1e6423bcf89a99e2a1feb545f29654cc7ef296af50290085bdfe3c3e3d54ba5,Adulto,Sem familiares,A/5****,menos que $100,Desconhecido
4738d107,0,2cb8,405a5e02f6bfdf285e8c148587fbb881c1f83472a17f3ceb0e00f507eb1439d5,Adulto,Sem familiares,250****,menos que $100,Desconhecido
11b56076,0,ccab,3876c1a3fd9b9d7017e4db318aa907803a14db0b4d5a807e421cbb0b9544668f,Adulto,Pequena,367****,menos que $100,Desconhecido
f1128a46,1,aef6,35c912404e39398e147dcb7ade397b3ebfd72fcb3f32bc89803b5c802bdf3407,Adulto,Pequena,352****,$100-$200,D
fe5b4473,1,ccab,a707bf9a133fc8300d4451786e8b543ff00f5c14a95131dadedf7482f83d3568,Adulto,Sem familiares,STO****,menos que $100,Desconhecido
926ca1e8,0,2cb8,99a74ddc7b0d3d655b898bb9a2d57de2428712a01cff1eebac0cd0aa39031fa0,Adulto,Pequena,243****,menos que $100,Desconhecido
634ab9b2,1,aef6,084538f3527f87d8bc082d1fa9477f5722565a5b0c6b1cd9b04123f47c37a629,Adulto,Sem familiares,118****,menos que $100,D
8df8ac18,0,2cb8,87981a9011f83257bd932449afd4e7c810a0f85716efb8afabe3a537ff8f9cfd,Adulto,Sem familiares,W/C****,menos que $100,Desconhecido
3898325d,1,ccab,2f1e495b1041fd23373efb841dd0f57a668caffc76e948bf59ac0b2583ce4ec3,Menor,Sem familiares,SOT****,menos que $100,Desconhecido
a1d052f1,0,2cb8,e1315bce06a110ddb678b8c607fc9807bb2bbcb4caf7f5a741e69731662de5aa,Adulto,Sem familiares,220****,menos que $100,Desconhecido
72b2ed05,0,ccab,3ab94372c3d92d762e24a349a3df8c37a2710adb06804c68c09811a4a101ac51,Adulto,Sem familiares,214****,menos que $100,Desconhecido
7b1b84cc,0,ccab,f9eca582460894264a2becff76a28c64438cbefa96d402e525c47e54824a78b5,Adulto,Sem familiares,349****,menos que $100,Desconhecido
38031405,1,aef6,5f5f9d87fbd70f4113368d69d2ca0d743fcf453b014318d9ffc2352e10a5da51,Adulto,Pequena,199****,menos que $100,C
66e78e31,0,ccab,968ae7c6b022583f2767568eee32cb07eade06315bf4a8d2484510497436e935,Adulto,Sem familiares,PP ****,menos que $100,Desconhecido
b03bd821,1,2cb8,fee89b758ba75aa74a547837d120a078ffdb49c631708e4b72e2ce4890340dc1,Adulto,Sem familiares,SW/****,menos que $100,Desconhecido
29aa19d5,0,ccab,2608543a5078df39f94685bbe8cef778ed8489b277393adee9f6911275f57177,Adulto,Sem familiares,A/5****,menos que $100,Desconhecido
100a1aa6,0,2cb8,572055eb8849d00b95399b357d11e40302f274c4f92dbfad17be112a76c1668c,Adulto,Sem familiares,236****,menos que $100,Desconhecido
5f105c8a,0,ccab,4179b28f96ba3b32330f23cc0f48eb9707445cba7bc7a46c9bc57b61d43e03b7,Adulto,Grande,413****,menos que $100,Desconhecido
af33d5c2,1,aef6,f7ef7e0eda7306edf4e2948194b76fc6038981a30e5e6c146890e995493b94ec,Adulto,Pequena,369****,menos que $100,C
3c4394ba,0,ccab,726fa0b80099cedfa3e8c6051fcfb9ba1193887a167e5bbd3fb71bd8a9479b87,Adulto,Sem familiares,347****,menos que $100,Desconhecido
d3744ec1,0,2cb8,17cf17a60781e6088294f527138ea4ea32e7b8c14bade5bb73c696f16322c91b,Adulto,Sem familiares,237****,menos que $100,Desconhecido
22d9dce2,1,ccab,5920375c5d6d2ecffd310afd725e7601d9e7db7d85fd75344665ae5265a19d5f,Menor,Grande,347****,menos que $100,Desconhecido
15067087,0,2cb8,0f6b4d05016e1c36e58ded04d339a8c317d7ef75641575ac3fdb45553de583cf,Adulto,Sem familiares,C.A****,menos que $100,Desconhecido
a8d53f4a,0,ccab,b4516f7e864a3bdd6d90b0a0941431c31801414e1cfcbc31443152778a9c5225,Adulto,Sem familiares,W./****,menos que $100,Desconhecido
8f158463,0,2cb8,abd6bbc32f34332070edb29ee29f9cb18c7e215cfd4c79a5d5f3693b1adc9473,Adulto,Pequena,267****,menos que $100,Desconhecido
39e52d34,1,2cb8,6fc5fbd480c593e694f32c17d448219137d93838eeb4d047adf8e02ac62d08bf,Menor,Pequena,C.A****,menos que $100,Desconhecido
ed4f1c54,0,2cb8,9de3cd7421f6cd7e227aa87440a4d35de580a262e9789f8c22ab8d7d7130fbbf,Adulto,Sem familiares,286****,menos que $100,Desconhecido
24996630,0,2cb8,9850de008d70316de7696f1cf8a0902a6cc26d5e9d915af02c2c7ee8f3c3e5b6,Adulto,Sem familiares,SCO****,menos que $100,Desconhecido
6a6bb499,0,ccab,0ccb81b8550ad018863ba9f7dc30f6b7f4d820243aaec1f9039713cc1c4e72c8,Adulto,Pequena,266****,menos que $100,Desconhecido
ca8bc6d7,1,ccab,760853f683b36805b56a09d82be40fbe48035604983ce754b0f38403008cc9f8,Adulto,Pequena,367****,menos que $100,Desconhecido
07262efa,0,2cb8,e5773607fcae7c2eb5923786333da512812b995831712d3925e9d3b0abb1c75c,Adulto,Sem familiares,W./****,menos que $100,Desconhecido
040cf80c,0,ccab,55f6e1e9fee6acdc2d35ad384fbba841be2919913d23e0ae1c9200370e536fdd,Adulto,Sem familiares,STO****,menos que $100,Desconhecido
b6129cd3,0,ccab,b83e987f498d5fa6a16275a3061ac2a9765c509d0ecf99ed89e42e03ee435620,Adulto,Sem familiares,269****,menos que $100,Desconhecido
5e6ba939,0,aef6,43aef668c6a5121a038ace5e2f0d7d723c351d266ddde02823eafff2df7e9a2a,Adulto,Pequena,199****,menos que $100,C
bc15e16e,0,ccab,a4a8aceb58db7c8810365ddfd02711379ce6cdb509f55cde3ca8ba069fd8e39f,Adulto,Sem familiares,347****,menos que $100,Desconhecido
1e4aa3b4,1,2cb8,0da8c264bcec3505dc6c7a3d67383fbe688240778a98743407d50f18e223a329,Adulto,Pequena,250****,menos que $100,Desconhecido
0a3187d2,1,aef6,c8749b187c3c8b979a7a76e1e4d095919cdcde5ac3c5b23ec0a419f4b0a146dc,Adulto,Pequena,117****,menos que $100,D
8467b750,0,2cb8,6718e6f5abc5429615eb6686a83084ae96a8391dbbb940042b7351164cadaa11,Adulto,Pequena,244****,menos que $100,Desconhecido
21e94a05,0,ccab,7d248b7b48919fb53669b5e9a2c717785bf1b9b6b52b02f436b59e99b9b2f05b,Adulto,Sem familiares,362****,menos que $100,Desconhecido
9066b8b7,0,ccab,185c57279802308e76fc00c3d1f3abc0cd9e7b854a9ea03733848f5528766e94,Adulto,Pequena,347****,menos que $100,G
1458158e,0,aef6,b71466b76857d122e41bc651401601347be1305834a46c16a480a8350c3163f7,Senior,Sem familiares,113****,menos que $100,C
5a35e67c,0,ccab,4b752b6b118a413d2adf4544b8189d281befb26b6e9d906271aa38465ea12c5f,Adulto,Pequena,A/5****,menos que $100,Desconhecido
16b5d318,0,ccab,a14036b206cf7b22f3f05e1b44523be6416439d2e86ae0be98739c54848a3260,Adulto,Pequena,370****,menos que $100,Desconhecido
1215ce3f,1,ccab,fb9dde9fa3a60f9ee1ce5072f2c89f069afe2a3cc4b26b4e97e8d94a7e7e4604,Adulto,Pequena,265****,menos que $100,Desconhecido
a2a9c96b,1,aef6,a8189a7b7b5214424c94b85cc06bd52e5819b9756b460326f0f8dc4379ce3593,Adulto,Sem familiares,PC ****,menos que $100,Desconhecido
b7c77d24,1,aef6,e23d0899f8e9547520c7ddd45add69095fbf1a49066d7d5bc6927c7c2da8331d,Adulto,Sem familiares,110****,menos que $100,B
7a634d30,1,aef6,fe3fdfb6878b76785d9f030dcca34b8b88fec823e9495e764b48e699630a7679,Adulto,Sem familiares,PC ****,$500+,Desconhecido
1881a3f7,1,2cb8,dd5acc55406df09b36ffd4b1429e37062895cbbac41e8df08353e0a92be5edcb,Adulto,Pequena,230****,menos que $100,Desconhecido
c8fc5dab,0,ccab,2a2a876022abe10feb183b97fd49663b529debc7a9a69e7a5f656dfd705c355d,Adulto,Sem familiares,384****,menos que $100,Desconhecido
1ae7828f,1,ccab,5c9c5a1379748c2722f3e3261e31f8ddf02dbc0b4306f5abeb33c84f6337a5c0,Menor,Grande,347****,menos que $100,Desconhecido
84c49852,0,aef6,7f44187c860eed4879678144cf5092b8c5647719e4dcd463e721253a5b92c5c9,Adulto,Pequena,110****,menos que $100,E
ecbeac01,0,aef6,db7ba16994701aaee89417fc5441455c4ee2475aa74729376465d685c547f0fe,Adulto,Sem familiares,112****,menos que $100,B
844d4618,0,ccab,34a7d02f9dcdc0f5da7aaba62b37ddf2dd1238e97d03a616272a5f4747becd12,Adulto,Sem familiares,382****,menos que $100,Desconhecido
7d6861a0,0,2cb8,1846e3fa9cfe484aae285b407563fd2c49b63826c3e77703804ecab6c3253e8d,Adulto,Sem familiares,C.A****,menos que $100,Desconhecido
d3c03498,0,ccab,78e940fbfc17dcc16683e575426a641719ba864e6bb36b441e88a084d7d0cb3d,Menor,Grande,310****,menos que $100,Desconhecido
2f73b6df,1,ccab,36bb96aba74c873cf95d365ba24a3e0593239486dcc347ececc6c00452722bdc,Adulto,Pequena,347****,menos que $100,Desconhecido
e4834a22,1,aef6,01f5bd78e999813a8636b7ccd7f2117d385a88ff916974c9eb609cc620c24514,Adulto,Pequena,PC ****,$100-$200,C
babec04a,1,aef6,2caa8b30dd34589ab06469c8596e9429df96c61b65dfa495a8cf1dcbe9153d72,Adulto,Sem familiares,PC ****,$100-$200,C
2eca7aff,0,aef6,78cc3eb5af4e6e96f142b3757ec72a687c97722530f8cfd51bf8de898382531c,Adulto,Sem familiares,113****,menos que $100,Desconhecido
65dca80c,1,ccab,e6ac227dfb95930aa47d3efdeb32e0633dd20cb2150648e5e443cb053b551016,Adulto,Sem familiares,LIN****,menos que $100,Desconhecido
7151840c,1,2cb8,f0f5a2b4195dec767bbd32ade20f07f9a4cdb6c508c7d6463ca3d2612a2ac129,Adulto,Pequena,250****,menos que $100,Desconhecido
1b51046d,0,aef6,a271676d09def52a5a25fe6ccb9485fac6666cd8f746c6f731e6a30892f9502b,Adulto,Pequena,PC ****,menos que $100,C
80efb558,1,ccab,03c5c3bddf9857ccfa76284897f41a3bc7200f9046509d64262fb03f1955ae1e,Adulto,Sem familiares,370****,menos que $100,Desconhecido
0c9831e8,1,aef6,291e17955c7871360867f17acf6feeaadd7174e028df55ef3dd321298df30320,Senior,Pequena,135****,menos que $100,D
c9900dbd,0,ccab,a66f38f3782f7feea987ba1e4c8fc0504f87e7789376d3729983c9692b393eb4,Adulto,Sem familiares,347****,menos que $100,Desconhecido
6206c9e4,0,2cb8,947467193afeb2c0f704df0f8f45334f314e17b9ddcfae5d0278de6d1c43de8c,Adulto,Sem familiares,239****,menos que $100,Desconhecido
922f82a1,0,ccab,0292c5994f8e97b3cbc58eea4b1b8de1c48a108b53ed301b7b7ed899c893e421,Menor,Grande,382****,menos que $100,Desconhecido
bfc74b51,1,ccab,203278e07a9d42daae5ba1fa7474914a9e6140dbd0fa7f95ed008d11334d12ba,Adulto,Pequena,C.A****,menos que $100,Desconhecido
600f5d46,0,ccab,1db7ca0607304ca2b3b63f8699a18f967370120e1d7a1e9db3052a90b3d93d25,Senior,Sem familiares,336****,menos que $100,Desconhecido
bcc9d93e,0,ccab,c6c8bffd7236beae5c97081ffc0820c9b440bd0427beac81bc63ff8aab2c5477,Adulto,Sem familiares,347****,menos que $100,Desconhecido
be0ec3e6,0,ccab,ecfaead439f9bd503b4fae333b5848525790c0e20a791de2a90ba235ff9fa972,Menor,Sem familiares,345****,menos que $100,Desconhecido
94592fec,1,ccab,b43c02fbe80f35769592cd9a90b9d0b653f2c74d368c7fe1f50988df7406bed5,Adulto,Sem familiares,A/5****,menos que $100,Desconhecido
46803e26,0,aef6,6aa8c7d89ccfa62b4fc38e559942e7892b4f3879a8b0da08abff6130b5c69d7e,Adulto,Sem familiares,113****,menos que $100,A
3e9cade6,0,ccab,ae7faad809d9040faf18131293d90b3d03db50c476230fe9c686bd22f4ed4cc1,Adulto,Sem familiares,349****,menos que $100,Desconhecido
0602172b,1,ccab,5cb78658bccacc0112e207a973498a86badb35053d099cbe0062370b029ea705,Adulto,Sem familiares,345****,menos que $100,Desconhecido
f3068601,0,ccab,588a32584646cfaac91241e68bfb737110be44f56c7918e381cf2cf7ab332d6a,Adulto,Sem familiares,349****,menos que $100,Desconhecido
12a99234,1,2cb8,232668e4a21b2b82db90bb8d34d5f88bfede632be3ddfa286abf46ddbdf280c4,Adulto,Sem familiares,237****,menos que $100,Desconhecido
0c4cfe19,1,ccab,44d95842585926db587b9f267e21a7388310ea4fb60216865ccd0bb415bbb1e0,Adulto,Sem familiares,370****,menos que $100,Desconhecido
243f9a96,1,aef6,1db04210168ebfcfae48f7277353217ced16b39873be43d96a027c82935bf175,Adulto,Sem familiares,198****,menos que $100,Desconhecido
3954bf6f,1,aef6,660dece79f730a6e4e5daefb5ca1502b7c4827c4fa2e41930616995fb73d48f1,Adulto,Pequena,119****,menos que $100,B
e967e02c,0,2cb8,c588595065bc39a3a885886a76c5a436c7fa9683b36a41405030ffb1bc5986da,Adulto,Sem familiares,SC/****,menos que $100,D
810abb1e,0,ccab,a72ebb56790356f4994c0a8219d1367f09e1b6f7625b0390eda124e98b0459f6,Adulto,Sem familiares,349****,menos que $100,Desconhecido
def05b40,0,ccab,21ea8b95343d144ebfaf855d79076cd02adee8ecb2aaf26cb86e868ec7cfe1c8,Adulto,Sem familiares,349****,menos que $100,Desconhecido
f5921cc6,0,aef6,7d0afcea32eb147ad85ba1d167cb0168c7ca928d3d056cb75bc2406b9fb5e567,Adulto,Sem familiares,PC ****,menos que $100,Desconhecido
8b2aa5e3,0,ccab,bf21ef9c721fc7edb7ca0d7dbbefeddb0316b0e77b9cd347c884e969e8c04251,Adulto,Sem familiares,269****,menos que $100,Desconhecido
a1c7829a,0,aef6,7cdb3f695a615c3689c5e9210d118b8b37a2b8d39e46c66f8d88a7493073f439,Menor,Pequena,113****,$100-$200,C
4a1ad2ab,1,aef6,2c05ff10189b0ad1b0c9ced73389a654efa29543331cef491cc2e448012d4aee,Adulto,Sem familiares,199****,menos que $100,C
ba88fea2,1,aef6,3c275b6114ef7045c851f0f21c405dfe3a2dc7c7d0cb53b28d74a32e8beef74d,Adulto,Pequena,PC ****,$200-$300,B
e5562548,1,ccab,b80b211a603da3ff55591f1d74ef5e28caef2a296c0175b1c604c20ba28c7d89,Adulto,Sem familiares,923****,menos que $100,Desconhecido
0b1e7b4e,1,ccab,fa089fec915fce7f7dfab6be8456255efc8a7f68279881ee9f9e831d90e2dc25,Adulto,Pequena,367****,menos que $100,Desconhecido
26f4daa2,0,ccab,845cf66a2188f11df7e4bb37e72f7c5c985fc9da772f50cf7391ecc6659ce6f8,Adulto,Sem familiares,LIN****,menos que $100,Desconhecido
d9e99870,1,2cb8,e7dd3ad995d3e5b22fbe98f481c825bb0d1f09251f26beb1ca3397ad76cfe07a,Adulto,Sem familiares,226****,menos que $100,E
1bf39208,0,ccab,693ce4d231179bf52a9ac9a8f85adc9ae2771bdbeabb7432c899d83956e55a98,Adulto,Sem familiares,A/5****,menos que $100,Desconhecido
b0b0132a,1,aef6,764c14f5c89e4522d7df3ae4f77188960e286c6f74ade87fb666144c7006898e,Menor,Pequena,113****,$100-$200,C
88c894af,1,aef6,2056352ae3a0e9e0c062aa09297cdf2e756d8cd369ef99c79926d51eaa5fd965,Adulto,Sem familiares,174****,$100-$200,Desconhecido
d08c364c,1,aef6,f5f362ca228033053922c2526ea2625484dd576389a2ab56c66add33b109c4e0,Menor,Pequena,PC ****,$100-$200,C
265e466e,0,2cb8,080724d2dc5747577dd840b2534e47aef3e7abe00281c63c111dea31e72676af,Adulto,Pequena,P/P****,menos que $100,Desconhecido
204b36a5,1,aef6,1f2afe577053d906a2a24e7f8b19465a8ca7c412a573fdbf070349af6c892584,Adulto,Sem familiares,PC ****,menos que $100,E
72cb9635,1,aef6,eabe386cf7551cbd5206d1b2f58b803307f551adb480203837c05f29e37715ef,Adulto,Sem familiares,117****,menos que $100,C
ad2e1055,1,aef6,2e72aed7e7f1acc1faaed3c3a10efb8ac33eb4ad095f00c52698732266363069,Adulto,Grande,PC ****,$200-$300,B
c3ab4bcb,0,2cb8,cca5a87e1545b85d5564a52e90e03c480487f35083ae998c8c24088321b1925d,Adulto,Pequena,250****,menos que $100,Desconhecido
90f0b86d,0,ccab,3769a14864104f624328ac606d651a751fd9dca20bc15558d19be71784cb1b71,Adulto,Sem familiares,349****,menos que $100,Desconhecido
e71d76cc,0,2cb8,ab511383847a837c994fb1fa2a373dad7c870a6371c7f0ce6538e466967fc33c,Adulto,Pequena,F.C****,menos que $100,Desconhecido
f195c0ca,1,ccab,938a00a1adc1038141efbe7881f68fdd5fce8507b82a490371905ae158d82bc2,Adulto,Sem familiares,347****,menos que $100,Desconhecido
fa3f9901,1,2cb8,6214235ec25395b875e4ef577bda84c65b5fea690e3b0b49b86f501826c62c72,Adulto,Pequena,244****,menos que $100,Desconhecido
3b14ee71,0,2cb8,d241aa682eacd9d677abba505780a25c18a5b338468a805e9e2f4075a93e510c,Adulto,Sem familiares,290****,menos que $100,Desconhecido
511050a9,1,aef6,a7933349f012cfeeefca415bdca35ab04537aa6852e9eb5a00ec43c50ac385b8,Adulto,Pequena,369****,$100-$200,C
d3beabb3,1,aef6,0fe8b9abaa58cfd4da9bb39aebd90ef4617fd76b291e3eaf9ee00e544fddfad8,Adulto,Pequena,169****,$100-$200,E
a1c74ef0,0,ccab,34b5a93d6413c6a8cf0ee232572d38945b78911e22d7a4e4b496a58734679ee3,Adulto,Sem familiares,A/5****,menos que $100,Desconhecido
103bd573,0,ccab,f28208e90f3c13bfa906b64667fbc10f4d9458de2a5761fe3855ca7d603a61b1,Adulto,Sem familiares,349****,menos que $100,Desconhecido
4295d733,1,2cb8,a0b0f7ef7a6073958a5b0bd1660be45efba1208bbb5c72d745be617c15004b4c,Adulto,Sem familiares,234****,menos que $100,Desconhecido
484d2048,1,2cb8,0b43c2f632b5116d7989464bf94dbde9f48defab0cca35390c82222014c037e4,Adulto,Pequena,248****,menos que $100,Desconhecido
b1da3bb2,0,ccab,b950435b2181d5af9dcbfae746a34c6daa5367ca8ad58ce11f21228940cf2281,Adulto,Grande,CA.****,menos que $100,Desconhecido
eaef9146,1,aef6,372e9f6eb5a81304ea783bed5db090fcfcec6c43aad094aa8eb35545812c08a1,Adulto,Sem familiares,PC ****,$100-$200,C
31f76467,0,ccab,3187728bf6dd63ccee58467a6134aab3b472b5609c986d381a471737c6387a1e,Senior,Sem familiares,345****,menos que $100,Desconhecido
f1e37e2b,1,2cb8,b5d8b3995023dbbfdd90bac2be5730cb4db62e9e4d3b52eba6b29e707cc9ae77,Adulto,Sem familiares,285****,menos que $100,D
097cf4c1,1,ccab,4f051de9d044c85dc716ef779426bbda3e408a35215b2824258927ccae0c906b,Adulto,Pequena,363****,menos que $100,Desconhecido
79d15231,1,aef6,e288f89d3002b74388c8aa875876e64d4bfd19b9e5a073f7a3b3cd14265b5feb,Menor,Pequena,111****,menos que $100,B
4a6b8618,1,ccab,8522b08923eda095569d497b8b4373e872e3cf95c55c07ee55a5dee4e9e5bb78,Adulto,Pequena,367****,menos que $100,Desconhecido
6a68e40a,0,aef6,cfe628908d14af390b1cca23a9e7bbe1ec38124b30445808c14ed33f73c9938c,Adulto,Sem familiares,113****,menos que $100,C
5b6369be,0,aef6,6242ecbc0d1252b91e85e022c04776aa2a611355fdbd6729001f33ea47c2a330,Adulto,Pequena,PC ****,$100-$200,C
cc85d919,0,ccab,b2d9be3154d3413c9ba0fd51c9377609bb2f81a78b63906f602793557fb667f9,Menor,Pequena,345****,menos que $100,Desconhecido
7fb407d1,1,aef6,02a3759e312914a61f85fbd2e8810d32f6a506bb71417239cdc18b403935aeab,Adulto,Pequena,PC ****,$100-$200,Desconhecido
945735d2,0,ccab,b6d1e65b6c298db5d81f2f6d10f860b65069c2b639c8454c6a01b09ffa332c40,Adulto,Sem familiares,349****,menos que $100,Desconhecido
07fa71a0,0,aef6,9bd537d1e901e401e0722cfbfbb4639c38cee83e097736e3d7ce6ec68647e55f,Adulto,Pequena,113****,menos que $100,C
814dca15,1,aef6,c7be53a821858f4af957ca095906579f6c8fa53587482295c2b409d460b0c190,Adulto,Sem familiares,169****,$100-$200,E
70e7a217,1,ccab,9e4de91f6725fa5ba9556bf00f40443d4b74fb79496694c158d3c6b4f8b6298c,Adulto,Sem familiares,759****,menos que $100,Desconhecido
aad0fa17,0,aef6,fd786b6c7e9081f44e48918d87be52e9506f96a23986f0b50805d71c21f3abd6,Adulto,Sem familiares,113****,menos que $100,T
