PassengerId,Survived,Pclass,Age,SibSp,Parch,Ticket,Fare,Cabin,Name_Hash
199,1,3,28,0,0,370370,7.75,Desconhecido,a259c1f7c01aac063f85ced786d23b65ff2eafb80933cd0634cc1ed2d35f5c33
200,0,2,24,0,0,248747,13.0,Desconhecido,cea5f98b7be4cc269807e60c5f3af47c1c7b16e425ce31448e1d19610f1a40bc
201,0,3,28,0,0,345770,9.5,Desconhecido,2bb505ec36e2c1476db737fb1b8d6260c5b963972c0f1c8ef69073b82ba3facc
202,0,3,28,8,2,CA. 2343,69.55,Desconhecido,589a76e797cfad5aa96639642183880ffb3fdf46a03201a71bd915fc4473eea7
203,0,3,34,0,0,3101264,6.4958,Desconhecido,0eb4359ae463621cf19fe5263feb3bdf5ab06ebb652e55999f2cc6fcdad13951
204,0,3,45,0,0,2628,7.225,Desconhecido,f6f93be1aa458a72295b68983ff7119397eb840a0e81d745b00cb046628050d4
205,1,3,18,0,0,A/5 3540,8.05,Desconhecido,52f741f236c7f1f965153757ef74961d34338908f843e572311174e7216f2ccb
206,0,3,2,0,1,347054,10.4625,G6,de82902dc4d89e614d572fd3a201de6e44f1a97271a56f27e58bc09e133b77b0
207,0,3,32,1,0,3101278,15.85,Desconhecido,e3078bd665f7e2aad92330f8ba2d3a7be1c82f460282697bbbf2277385410f5f
208,1,3,26,0,0,2699,18.7875,Desconhecido,0fbc35e3bf880e4301142cfe4a7f1f65f909eeaabac3a9ce54630f9adcb362fb
209,1,3,16,0,0,367231,7.75,Desconhecido,09ec74b17588af6dba41def076563e218877042ac86c7403f9d4a85b93355633
210,1,1,40,0,0,112277,31.0,A31,2bddf877ca66b312ab4cfe97f5d0f118dc16fb828284f7ee27d7a0629e4b6ea6
211,0,3,24,0,0,SOTON/O.Q. 3101311,7.05,Desconhecido,fd376c0577afb6f7e7126893339ac75ca661bca4491e0ed1d0d24a3018a62141
212,1,2,35,0,0,F.C.C. 13528,21.0,Desconhecido,ef0fad34b8c8bbf431bd8ca704bd6d18710e5054fa369fc489b8c8c67e3dc084
213,0,3,22,0,0,A/5 21174,7.25,Desconhecido,e1e6423bcf89a99e2a1feb545f29654cc7ef296af50290085bdfe3c3e3d54ba5
214,0,2,30,0,0,250646,13.0,Desconhecido,405a5e02f6bfdf285e8c148587fbb881c1f83472a17f3ceb0e00f507eb1439d5
215,0,3,28,1,0,367229,7.75,Desconhecido,3876c1a3fd9b9d7017e4db318aa907803a14db0b4d5a807e421cbb0b9544668f
216,1,1,31,1,0,35273,113.275,D36,35c912404e39398e147dcb7ade397b3ebfd72fcb3f32bc89803b5c802bdf3407
217,1,3,27,0,0,STON/O2. 3101283,7.925,Desconhecido,a707bf9a133fc8300d4451786e8b543ff00f5c14a95131dadedf7482f83d3568
218,0,2,42,1,0,243847,27.0,Desconhecido,99a74ddc7b0d3d655b898bb9a2d57de2428712a01cff1eebac0cd0aa39031fa0
219,1,1,32,0,0,11813,76.2917,D15,084538f3527f87d8bc082d1fa9477f5722565a5b0c6b1cd9b04123f47c37a629
220,0,2,30,0,0,W/C 14208,10.5,Desconhecido,87981a9011f83257bd932449afd4e7c810a0f85716efb8afabe3a537ff8f9cfd
221,1,3,16,0,0,SOTON/OQ 392089,8.05,Desconhecido,2f1e495b1041fd23373efb841dd0f57a668caffc76e948bf59ac0b2583ce4ec3
222,0,2,27,0,0,220367,13.0,Desconhecido,e1315bce06a110ddb678b8c607fc9807bb2bbcb4caf7f5a741e69731662de5aa
223,0,3,51,0,0,21440,8.05,Desconhecido,3ab94372c3d92d762e24a349a3df8c37a2710adb06804c68c09811a4a101ac51
224,0,3,28,0,0,349234,7.8958,Desconhecido,f9eca582460894264a2becff76a28c64438cbefa96d402e525c47e54824a78b5
225,1,1,38,1,0,19943,90.0,C93,5f5f9d87fbd70f4113368d69d2ca0d743fcf453b014318d9ffc2352e10a5da51
226,0,3,22,0,0,PP 4348,9.35,Desconhecido,968ae7c6b022583f2767568eee32cb07eade06315bf4a8d2484510497436e935
227,1,2,19,0,0,SW/PP 751,10.5,Desconhecido,fee89b758ba75aa74a547837d120a078ffdb49c631708e4b72e2ce4890340dc1
228,0,3,20,0,0,A/5 21173,7.25,Desconhecido,2608543a5078df39f94685bbe8cef778ed8489b277393adee9f6911275f57177
229,0,2,18,0,0,236171,13.0,Desconhecido,572055eb8849d00b95399b357d11e40302f274c4f92dbfad17be112a76c1668c
230,0,3,28,3,1,4133,25.4667,Desconhecido,4179b28f96ba3b32330f23cc0f48eb9707445cba7bc7a46c9bc57b61d43e03b7
231,1,1,35,1,0,36973,83.475,C83,f7ef7e0eda7306edf4e2948194b76fc6038981a30e5e6c146890e995493b94ec
232,0,3,29,0,0,347067,7.775,Desconhecido,726fa0b80099cedfa3e8c6051fcfb9ba1193887a167e5bbd3fb71bd8a9479b87
233,0,2,59,0,0,237442,13.5,Desconhecido,17cf17a60781e6088294f527138ea4ea32e7b8c14bade5bb73c696f16322c91b
234,1,3,5,4,2,347077,31.3875,Desconhecido,5920375c5d6d2ecffd310afd725e7601d9e7db7d85fd75344665ae5265a19d5f
235,0,2,24,0,0,C.A. 29566,10.5,Desconhecido,0f6b4d05016e1c36e58ded04d339a8c317d7ef75641575ac3fdb45553de583cf
236,0,3,28,0,0,W./C. 6609,7.55,Desconhecido,b4516f7e864a3bdd6d90b0a0941431c31801414e1cfcbc31443152778a9c5225
237,0,2,44,1,0,26707,26.0,Desconhecido,abd6bbc32f34332070edb29ee29f9cb18c7e215cfd4c79a5d5f3693b1adc9473
238,1,2,8,0,2,C.A. 31921,26.25,Desconhecido,6fc5fbd480c593e694f32c17d448219137d93838eeb4d047adf8e02ac62d08bf
239,0,2,19,0,0,28665,10.5,Desconhecido,9de3cd7421f6cd7e227aa87440a4d35de580a262e9789f8c22ab8d7d7130fbbf
240,0,2,33,0,0,SCO/W 1585,12.275,Desconhecido,9850de008d70316de7696f1cf8a0902a6cc26d5e9d915af02c2c7ee8f3c3e5b6
241,0,3,28,1,0,2665,14.4542,Desconhecido,0ccb81b8550ad018863ba9f7dc30f6b7f4d820243aaec1f9039713cc1c4e72c8
242,1,3,28,1,0,367230,15.5,Desconhecido,760853f683b36805b56a09d82be40fbe48035604983ce754b0f38403008cc9f8
243,0,2,29,0,0,W./C. 14263,10.5,Desconhecido,e5773607fcae7c2eb5923786333da512812b995831712d3925e9d3b0abb1c75c
244,0,3,22,0,0,STON/O 2. 3101275,7.125,Desconhecido,55f6e1e9fee6acdc2d35ad384fbba841be2919913d23e0ae1c9200370e536fdd
245,0,3,30,0,0,2694,7.225,Desconhecido,b83e987f498d5fa6a16275a3061ac2a9765c509d0ecf99ed89e42e03ee435620
246,0,1,44,2,0,19928,90.0,C78,43aef668c6a5121a038ace5e2f0d7d723c351d266ddde02823eafff2df7e9a2a
247,0,3,25,0,0,347071,7.775,Desconhecido,a4a8aceb58db7c8810365ddfd02711379ce6cdb509f55cde3ca8ba069fd8e39f
248,1,2,24,0,2,250649,14.5,Desconhecido,0da8c264bcec3505dc6c7a3d67383fbe688240778a98743407d50f18e223a329
249,1,1,37,1,1,11751,52.5542,D35,c8749b187c3c8b979a7a76e1e4d095919cdcde5ac3c5b23ec0a419f4b0a146dc
250,0,2,54,1,0,244252,26.0,Desconhecido,6718e6f5abc5429615eb6686a83084ae96a8391dbbb940042b7351164cadaa11
251,0,3,28,0,0,362316,7.25,Desconhecido,7d248b7b48919fb53669b5e9a2c717785bf1b9b6b52b02f436b59e99b9b2f05b
252,0,3,29,1,1,347054,10.4625,G6,185c57279802308e76fc00c3d1f3abc0cd9e7b854a9ea03733848f5528766e94
253,0,1,62,0,0,113514,26.55,C87,b71466b76857d122e41bc651401601347be1305834a46c16a480a8350c3163f7
254,0,3,30,1,0,A/5. 3336,16.1,Desconhecido,4b752b6b118a413d2adf4544b8189d281befb26b6e9d906271aa38465ea12c5f
255,0,3,41,0,2,370129,20.2125,Desconhecido,a14036b206cf7b22f3f05e1b44523be6416439d2e86ae0be98739c54848a3260
256,1,3,29,0,2,2650,15.2458,Desconhecido,fb9dde9fa3a60f9ee1ce5072f2c89f069afe2a3cc4b26b4e97e8d94a7e7e4604
257,1,1,28,0,0,PC 17585,79.2,Desconhecido,a8189a7b7b5214424c94b85cc06bd52e5819b9756b460326f0f8dc4379ce3593
258,1,1,30,0,0,110152,86.5,B77,e23d0899f8e9547520c7ddd45add69095fbf1a49066d7d5bc6927c7c2da8331d
259,1,1,35,0,0,PC 17755,512.3292,Desconhecido,fe3fdfb6878b76785d9f030dcca34b8b88fec823e9495e764b48e699630a7679
260,1,2,50,0,1,230433,26.0,Desconhecido,dd5acc55406df09b36ffd4b1429e37062895cbbac41e8df08353e0a92be5edcb
261,0,3,28,0,0,384461,7.75,Desconhecido,2a2a876022abe10feb183b97fd49663b529debc7a9a69e7a5f656dfd705c355d
262,1,3,3,4,2,347077,31.3875,Desconhecido,5c9c5a1379748c2722f3e3261e31f8ddf02dbc0b4306f5abeb33c84f6337a5c0
263,0,1,52,1,1,110413,79.65,E67,7f44187c860eed4879678144cf5092b8c5647719e4dcd463e721253a5b92c5c9
264,0,1,40,0,0,112059,0.0,B94,db7ba16994701aaee89417fc5441455c4ee2475aa74729376465d685c547f0fe
265,0,3,28,0,0,382649,7.75,Desconhecido,34a7d02f9dcdc0f5da7aaba62b37ddf2dd1238e97d03a616272a5f4747becd12
266,0,2,36,0,0,C.A. 17248,10.5,Desconhecido,1846e3fa9cfe484aae285b407563fd2c49b63826c3e77703804ecab6c3253e8d
267,0,3,16,4,1,3101295,39.6875,Desconhecido,78e940fbfc17dcc16683e575426a641719ba864e6bb36b441e88a084d7d0cb3d
268,1,3,25,1,0,347083,7.775,Desconhecido,36bb96aba74c873cf95d365ba24a3e0593239486dcc347ececc6c00452722bdc
269,1,1,58,0,1,PC 17582,153.4625,C125,01f5bd78e999813a8636b7ccd7f2117d385a88ff916974c9eb609cc620c24514
270,1,1,35,0,0,PC 17760,135.6333,C99,2caa8b30dd34589ab06469c8596e9429df96c61b65dfa495a8cf1dcbe9153d72
271,0,1,28,0,0,113798,31.0,Desconhecido,78cc3eb5af4e6e96f142b3757ec72a687c97722530f8cfd51bf8de898382531c
272,1,3,25,0,0,LINE,0.0,Desconhecido,e6ac227dfb95930aa47d3efdeb32e0633dd20cb2150648e5e443cb053b551016
273,1,2,41,0,1,250644,19.5,Desconhecido,f0f5a2b4195dec767bbd32ade20f07f9a4cdb6c508c7d6463ca3d2612a2ac129
274,0,1,37,0,1,PC 17596,29.7,C118,a271676d09def52a5a25fe6ccb9485fac6666cd8f746c6f731e6a30892f9502b
275,1,3,28,0,0,370375,7.75,Desconhecido,03c5c3bddf9857ccfa76284897f41a3bc7200f9046509d64262fb03f1955ae1e
276,1,1,63,1,0,13502,77.9583,D7,291e17955c7871360867f17acf6feeaadd7174e028df55ef3dd321298df30320
277,0,3,45,0,0,347073,7.75,Desconhecido,a66f38f3782f7feea987ba1e4c8fc0504f87e7789376d3729983c9692b393eb4
278,0,2,28,0,0,239853,0.0,Desconhecido,947467193afeb2c0f704df0f8f45334f314e17b9ddcfae5d0278de6d1c43de8c
279,0,3,7,4,1,382652,29.125,Desconhecido,0292c5994f8e97b3cbc58eea4b1b8de1c48a108b53ed301b7b7ed899c893e421
280,1,3,35,1,1,C.A. 2673,20.25,Desconhecido,203278e07a9d42daae5ba1fa7474914a9e6140dbd0fa7f95ed008d11334d12ba
281,0,3,65,0,0,336439,7.75,Desconhecido,1db7ca0607304ca2b3b63f8699a18f967370120e1d7a1e9db3052a90b3d93d25
282,0,3,28,0,0,347464,7.8542,Desconhecido,c6c8bffd7236beae5c97081ffc0820c9b440bd0427beac81bc63ff8aab2c5477
283,0,3,16,0,0,345778,9.5,Desconhecido,ecfaead439f9bd503b4fae333b5848525790c0e20a791de2a90ba235ff9fa972
284,1,3,19,0,0,A/5. 10482,8.05,Desconhecido,b43c02fbe80f35769592cd9a90b9d0b653f2c74d368c7fe1f50988df7406bed5
285,0,1,28,0,0,113056,26.0,A19,6aa8c7d89ccfa62b4fc38e559942e7892b4f3879a8b0da08abff6130b5c69d7e
286,0,3,33,0,0,349239,8.6625,Desconhecido,ae7faad809d9040faf18131293d90b3d03db50c476230fe9c686bd22f4ed4cc1
287,1,3,30,0,0,345774,9.5,Desconhecido,5cb78658bccacc0112e207a973498a86badb35053d099cbe0062370b029ea705
288,0,3,22,0,0,349206,7.8958,Desconhecido,588a32584646cfaac91241e68bfb737110be44f56c7918e381cf2cf7ab332d6a
289,1,2,42,0,0,237798,13.0,Desconhecido,232668e4a21b2b82db90bb8d34d5f88bfede632be3ddfa286abf46ddbdf280c4
290,1,3,22,0,0,370373,7.75,Desconhecido,44d95842585926db587b9f267e21a7388310ea4fb60216865ccd0bb415bbb1e0
291,1,1,26,0,0,19877,78.85,Desconhecido,1db04210168ebfcfae48f7277353217ced16b39873be43d96a027c82935bf175
292,1,1,19,1,0,11967,91.0792,B49,660dece79f730a6e4e5daefb5ca1502b7c4827c4fa2e41930616995fb73d48f1
293,0,2,36,0,0,SC/Paris 2163,12.875,D,c588595065bc39a3a885886a76c5a436c7fa9683b36a41405030ffb1bc5986da
294,0,3,24,0,0,349236,8.85,Desconhecido,a72ebb56790356f4994c0a8219d1367f09e1b6f7625b0390eda124e98b0459f6
295,0,3,24,0,0,349233,7.8958,Desconhecido,21ea8b95343d144ebfaf855d79076cd02adee8ecb2aaf26cb86e868ec7cfe1c8
296,0,1,28,0,0,PC 17612,27.7208,Desconhecido,7d0afcea32eb147ad85ba1d167cb0168c7ca928d3d056cb75bc2406b9fb5e567
297,0,3,23,0,0,2693,7.2292,Desconhecido,bf21ef9c721fc7edb7ca0d7dbbefeddb0316b0e77b9cd347c884e969e8c04251
298,0,1,2,1,2,113781,151.55,C22 C26,7cdb3f695a615c3689c5e9210d118b8b37a2b8d39e46c66f8d88a7493073f439
299,1,1,28,0,0,19988,30.5,C106,2c05ff10189b0ad1b0c9ced73389a654efa29543331cef491cc2e448012d4aee
300,1,1,50,0,1,PC 17558,247.5208,B58 B60,3c275b6114ef7045c851f0f21c405dfe3a2dc7c7d0cb53b28d74a32e8beef74d
301,1,3,28,0,0,9234,7.75,Desconhecido,b80b211a603da3ff55591f1d74ef5e28caef2a296c0175b1c604c20ba28c7d89
302,1,3,28,2,0,367226,23.25,Desconhecido,fa089fec915fce7f7dfab6be8456255efc8a7f68279881ee9f9e831d90e2dc25
303,0,3,19,0,0,LINE,0.0,Desconhecido,845cf66a2188f11df7e4bb37e72f7c5c985fc9da772f50cf7391ecc6659ce6f8
304,1,2,28,0,0,226593,12.35,E101,e7dd3ad995d3e5b22fbe98f481c825bb0d1f09251f26beb1ca3397ad76cfe07a
305,0,3,28,0,0,A/5 2466,8.05,Desconhecido,693ce4d231179bf52a9ac9a8f85adc9ae2771bdbeabb7432c899d83956e55a98
306,1,1,0,1,2,113781,151.55,C22 C26,764c14f5c89e4522d7df3ae4f77188960e286c6f74ade87fb666144c7006898e
307,1,1,28,0,0,17421,110.8833,Desconhecido,2056352ae3a0e9e0c062aa09297cdf2e756d8cd369ef99c79926d51eaa5fd965
308,1,1,17,1,0,PC 17758,108.9,C65,f5f362ca228033053922c2526ea2625484dd576389a2ab56c66add33b109c4e0
309,0,2,30,1,0,P/PP 3381,24.0,Desconhecido,080724d2dc5747577dd840b2534e47aef3e7abe00281c63c111dea31e72676af
310,1,1,30,0,0,PC 17485,56.9292,E36,1f2afe577053d906a2a24e7f8b19465a8ca7c412a573fdbf070349af6c892584
311,1,1,24,0,0,11767,83.1583,C54,eabe386cf7551cbd5206d1b2f58b803307f551adb480203837c05f29e37715ef
312,1,1,18,2,2,PC 17608,262.375,B57 B59 B63 B66,2e72aed7e7f1acc1faaed3c3a10efb8ac33eb4ad095f00c52698732266363069
313,0,2,26,1,1,250651,26.0,Desconhecido,cca5a87e1545b85d5564a52e90e03c480487f35083ae998c8c24088321b1925d
314,0,3,28,0,0,349243,7.8958,Desconhecido,3769a14864104f624328ac606d651a751fd9dca20bc15558d19be71784cb1b71
315,0,2,43,1,1,F.C.C. 13529,26.25,Desconhecido,ab511383847a837c994fb1fa2a373dad7c870a6371c7f0ce6538e466967fc33c
316,1,3,26,0,0,347470,7.8542,Desconhecido,938a00a1adc1038141efbe7881f68fdd5fce8507b82a490371905ae158d82bc2
317,1,2,24,1,0,244367,26.0,Desconhecido,6214235ec25395b875e4ef577bda84c65b5fea690e3b0b49b86f501826c62c72
318,0,2,54,0,0,29011,14.0,Desconhecido,d241aa682eacd9d677abba505780a25c18a5b338468a805e9e2f4075a93e510c
319,1,1,31,0,2,36928,164.8667,C7,a7933349f012cfeeefca415bdca35ab04537aa6852e9eb5a00ec43c50ac385b8
320,1,1,40,1,1,16966,134.5,E34,0fe8b9abaa58cfd4da9bb39aebd90ef4617fd76b291e3eaf9ee00e544fddfad8
321,0,3,22,0,0,A/5 21172,7.25,Desconhecido,34b5a93d6413c6a8cf0ee232572d38945b78911e22d7a4e4b496a58734679ee3
322,0,3,27,0,0,349219,7.8958,Desconhecido,f28208e90f3c13bfa906b64667fbc10f4d9458de2a5761fe3855ca7d603a61b1
323,1,2,30,0,0,234818,12.35,Desconhecido,a0b0f7ef7a6073958a5b0bd1660be45efba1208bbb5c72d745be617c15004b4c
324,1,2,22,1,1,248738,29.0,Desconhecido,0b43c2f632b5116d7989464bf94dbde9f48defab0cca35390c82222014c037e4
325,0,3,28,8,2,CA. 2343,69.55,Desconhecido,b950435b2181d5af9dcbfae746a34c6daa5367ca8ad58ce11f21228940cf2281
326,1,1,36,0,0,PC 17760,135.6333,C32,372e9f6eb5a81304ea783bed5db090fcfcec6c43aad094aa8eb35545812c08a1
327,0,3,61,0,0,345364,6.2375,Desconhecido,3187728bf6dd63ccee58467a6134aab3b472b5609c986d381a471737c6387a1e
328,1,2,36,0,0,28551,13.0,D,b5d8b3995023dbbfdd90bac2be5730cb4db62e9e4d3b52eba6b29e707cc9ae77
329,1,3,31,1,1,363291,20.525,Desconhecido,4f051de9d044c85dc716ef779426bbda3e408a35215b2824258927ccae0c906b
330,1,1,16,0,1,111361,57.9792,B18,e288f89d3002b74388c8aa875876e64d4bfd19b9e5a073f7a3b3cd14265b5feb
331,1,3,28,2,0,367226,23.25,Desconhecido,8522b08923eda095569d497b8b4373e872e3cf95c55c07ee55a5dee4e9e5bb78
332,0,1,45,0,0,113043,28.5,C124,cfe628908d14af390b1cca23a9e7bbe1ec38124b30445808c14ed33f73c9938c
333,0,1,38,0,1,PC 17582,153.4625,C91,6242ecbc0d1252b91e85e022c04776aa2a611355fdbd6729001f33ea47c2a330
334,0,3,16,2,0,345764,18.0,Desconhecido,b2d9be3154d3413c9ba0fd51c9377609bb2f81a78b63906f602793557fb667f9
335,1,1,28,1,0,PC 17611,133.65,Desconhecido,02a3759e312914a61f85fbd2e8810d32f6a506bb71417239cdc18b403935aeab
336,0,3,28,0,0,349225,7.8958,Desconhecido,b6d1e65b6c298db5d81f2f6d10f860b65069c2b639c8454c6a01b09ffa332c40
337,0,1,29,1,0,113776,66.6,C2,9bd537d1e901e401e0722cfbfbb4639c38cee83e097736e3d7ce6ec68647e55f
338,1,1,41,0,0,16966,134.5,E40,c7be53a821858f4af957ca095906579f6c8fa53587482295c2b409d460b0c190
339,1,3,45,0,0,7598,8.05,Desconhecido,9e4de91f6725fa5ba9556bf00f40443d4b74fb79496694c158d3c6b4f8b6298c
340,0,1,45,0,0,113784,35.5,T,fd786b6c7e9081f44e48918d87be52e9506f96a23986f0b50805d71c21f3abd6
341,1,2,2,1,1,230080,26.0,F2,19c33205ec346d043ec0920ada412a4763170122eca71e7723bac9286b2fb94e
342,1,1,24,3,2,19950,263.0,C23 C25 C27,472e9e770893e3ce6827be038e104edfd6779ec2857750e60a3c6cfb3a35536c
343,0,2,28,0,0,248740,13.0,Desconhecido,b4ea062c658bf0749cd44712fdd3286fa1cab1ec159a8dd345cf626fd78edeac
344,0,2,25,0,0,244361,13.0,Desconhecido,285ca3ce6e0ffe97139e2296348b22f8e592fa38689bfe4e98f710658409c032
345,0,2,36,0,0,229236,13.0,Desconhecido,ca010bddafe0b1dac66a02a873613be211468b4d210a0bd09802714590788e14
346,1,2,24,0,0,248733,13.0,F33,93dac422f849f5323a5bf267dab1d7b5dfd36a56ba725c8184bcbafbd0106211
347,1,2,40,0,0,31418,13.0,Desconhecido,e32b48e3b15e0f4454062f1d84ed3fbf3868723c629c9978caf28e5aa9098486
348,1,3,28,1,0,386525,16.1,Desconhecido,78e78fb7d8b8ecc47c470d1c3937e9271cde3b6a6f1625c6f46e1d7bbe3de7e8
349,1,3,3,1,1,C.A. 37671,15.9,Desconhecido,0f9e0c9531008d7da5e2fcb3425b122cd67d4cbedc9ea7ca0ae3a5aae7101c67
350,0,3,42,0,0,315088,8.6625,Desconhecido,f6dea2c336abc0693faae6cd834393ab74fcae2873a4c0bbbef610676a17c554
351,0,3,23,0,0,7267,9.225,Desconhecido,844ef3e69129d124d5f3ee0aca0dae30d3b41b4eca58669be00941727c0be493
352,0,1,28,0,0,113510,35.0,C128,79c90705346d8ad17bed045ae689144215cf49d6a506b1a685c0cc7f48bfa990
353,0,3,15,1,1,2695,7.2292,Desconhecido,6b01ec640d042fa19c0d0bfdca1f8aba10e0ab4743c90ef0469c4f79fa86b729
354,0,3,25,1,0,349237,17.8,Desconhecido,63902dceda20676e3c19fdc6fa88bdec7c57aaa4961f0d032435ffbe4ff3c007
355,0,3,28,0,0,2647,7.225,Desconhecido,9e68124ace2aba853748d7541f9141061f253e1149ed75399610691d21f395af
356,0,3,28,0,0,345783,9.5,Desconhecido,47a1d97b0027cebe6423de2b95f5c0c1f2ff049812606ca9badde1e90ff694f7
357,1,1,22,0,1,113505,55.0,E33,92531b649ace640b5f850deb43000147bf9621e0e17f17a30fe2a8f23c956537
358,0,2,38,0,0,237671,13.0,Desconhecido,ee7c2e39cdc1a41e3751abea6f8bb418553c34c4cd00116b6c2eef69169f728d
359,1,3,28,0,0,330931,7.8792,Desconhecido,3bf3edaf307c664e6c3fe4348a9b87b8afe1dc6ba1ed075048b099de0adc8bd8
360,1,3,28,0,0,330980,7.8792,Desconhecido,3530c302a25d69c044ffa950774defc17956d3bb5d1bad5764148b378e779634
361,0,3,40,1,4,347088,27.9,Desconhecido,8c522d5f3a1e423167cb30bb7c190fe26dd5f46d976bf63867a40ccc74eed100
362,0,2,29,1,0,SC/PARIS 2167,27.7208,Desconhecido,80d91f756e37320ed526260dff088d8faa1f139f6eeda862e786779c27d4a2aa
363,0,3,45,0,1,2691,14.4542,Desconhecido,705e7f7bc09d4fdca9c5d0fabe20d90ff884c93f1d5fb45aa66baeeff669130a
364,0,3,35,0,0,SOTON/O.Q. 3101310,7.05,Desconhecido,fa46531fcae9cf64db439cd56be4efc2318f0c2b522201dca0ed3c7c42675e83
365,0,3,28,1,0,370365,15.5,Desconhecido,5a49e7cc693256fdf49cec7c7f5bc881c35cff1652ecee7c6ac39a4fea29c1d2
366,0,3,30,0,0,C 7076,7.25,Desconhecido,f6165c62bee1c40316a4e66a65536dc85915da4ebe5c0f10a9bbb9c7f2fd4aa5
367,1,1,60,1,0,110813,75.25,D37,1b25050d09c2b79565c16fe2438647624e3ae7542b47704bbbd6e680337dca58
368,1,3,28,0,0,2626,7.2292,Desconhecido,cb647241585f84c10d60f573e073ade6ccaddbf6dd940ecf9344de17e7c03bfd
369,1,3,28,0,0,14313,7.75,Desconhecido,07f2343d6aeea578710732a872fdce9d73208e1b6bb53dcc9353ad1a609126b1
370,1,1,24,0,0,PC 17477,69.3,B35,35bfbfa343f01e7a36fac88329c6734e32b44ebbfde8c536471376059b5e11e9
371,1,1,25,1,0,11765,55.4417,E50,a039f2f09bc866cff015ab0c691b123f20dfab6629b71569f9b9068ebe8e86df
372,0,3,18,1,0,3101267,6.4958,Desconhecido,4f239aba39faacf3ec23354b12d27c091723079771227a775f2e54fd05e04ccf
373,0,3,19,0,0,323951,8.05,Desconhecido,f1aeee97c744ab5c220a2b2f84ffe012a4f93e7254c5c90ebbfc3bbd206bfe5c
374,0,1,22,0,0,PC 17760,135.6333,Desconhecido,70a117413fae91d2c2e86e1328d040447b44b3b3e7f59a5eaecbc3227562eea8
375,0,3,3,3,1,349909,21.075,Desconhecido,b33918448822bf451444dae29ce9532cfec09a48cb4135f99c472061fdced2d2
376,1,1,28,1,0,PC 17604,82.1708,Desconhecido,0b084e36366b4ab387ea22804f902b791d501f6622be069794be4b996e3ecbc1
377,1,3,22,0,0,C 7077,7.25,Desconhecido,fe15875b67400ef386eb0bb0b54454b7ee47ba9c1f3cfa5352085885b3e1af9b
378,0,1,27,0,2,113503,211.5,C82,03be7695a8b1bb7872c4db7f1c5ff775bf60459d2b5c04eae06d6619fef9fd12
379,0,3,20,0,0,2648,4.0125,Desconhecido,2f74edf45e2dffe4c9a369ffa22b92102d115a85c21802b72a7644466ff872f2
380,0,3,19,0,0,347069,7.775,Desconhecido,6a7fc5c3b0dbc6bd46327c5e6baaf1cd9e8b2627054cf90201b6fe4618014495
381,1,1,42,0,0,PC 17757,227.525,Desconhecido,44ab20584f4d74b854aaa0aba69b8fd4a5cfffde811ae45b895ca3dbdf1d3262
382,1,3,1,0,2,2653,15.7417,Desconhecido,49aa93a06fe0b021fdd5c656b66a456892d7c7dd6fdd0ee7454374ac77331ae2
383,0,3,32,0,0,STON/O 2. 3101293,7.925,Desconhecido,6cf36245bb3d0591e887de830087f64b5f91a0ccec5bd7257b17f70d8a72ea7b
384,1,1,35,1,0,113789,52.0,Desconhecido,be9969380154306023f09283083d57e343b961e0363f9d8d0066ef7d10bb8c0b
385,0,3,28,0,0,349227,7.8958,Desconhecido,2f874f914df3f386638b9589b4fecb18c461c78781062b6e81071f8be9c96b49
386,0,2,18,0,0,S.O.C. 14879,73.5,Desconhecido,c7fa24854567ddecc9c54e7d0188f5bdb059fad39eb813890a420865ce8dbc46
387,0,3,1,5,2,CA 2144,46.9,Desconhecido,7099a565d85252b693078d880b1cd6f1a63ecea235c52f5d98ee61d2d6e13ebc
388,1,2,36,0,0,27849,13.0,Desconhecido,24cde3ef4dc9bb90dd3a49284d9d3fa454e01c8372b5bc635d38f09afa12e7ac
389,0,3,28,0,0,367655,7.7292,Desconhecido,cb92089b6d483230c9f64150d30e7b14ee502cc5985410243777b875a0cc85be
390,1,2,17,0,0,SC 1748,12.0,Desconhecido,96c9dc3a23632664d7748798a649278a4d7c400ba98438cdd588423c3e127ed6
391,1,1,36,1,2,113760,120.0,B96 B98,dd5133c723408f590c280a53f51f9a9609c54625776f0bd399210c0f8f60e0b7
392,1,3,21,0,0,350034,7.7958,Desconhecido,419e4481bd3e3df2e16bc37d4cf12f0a8c0212e38dd184680ee8d973c14aad79
393,0,3,28,2,0,3101277,7.925,Desconhecido,3f2c0952714beeede361ac3ec8c6765c7fe828bddda698c16531d25736549467
394,1,1,23,1,0,35273,113.275,D36,cd7d98c676506f1198c8c14bdbbab19d8bb5b187f03ad37366f5daef46203dfc
395,1,3,24,0,2,PP 9549,16.7,G6,bafd38bee8ae3085a28701c5dbfbbae23efa69253ecb5ed090866c70052bcfef
396,0,3,22,0,0,350052,7.7958,Desconhecido,67018e20b0d6a0ffbec47781ba2080e9716dc626712ae399a6678c950e6b068c
397,0,3,31,0,0,350407,7.8542,Desconhecido,14379b612d615f04eb3d71b8986015c70dfbff91bcbb8da01e8544ec7004575e
398,0,2,46,0,0,28403,26.0,Desconhecido,0e2fed16c7ee82b020c918e4106f0ed447c0bf17b7b68675c1e3df3ea63f214b
399,0,2,23,0,0,244278,10.5,Desconhecido,fb9dbda2ec486e4848ef06a62fbaa2ec5938f53b18a1b365dc5e125106e2595b
